Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4353,CA,Los Angeles (County),SUN VALLEY,91352,8,"$5,826.91 ",6,"$34,961.47 ",3,2,0,0,1,4,"$43,767.79 ","$34,022 ","$9,746 ",$0 ,3,0,1,0
4353,CA,Los Angeles (County),SYLMAR,91342,107,"$40,992.12 ",50,"$2,049,606.10 ",10,24,1,2,13,18,"$196,407.56 ","$152,291 ","$22,522 ","$21,595 ",14,0,4,0
4353,CA,Los Angeles (County),TOLUCA LAKE,91602,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),TORRANCE,90505,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),TUJUNGA,91042,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),VALENCIA,91355,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),VALLEY VILLAGE,91607,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),VAN NUYS,91405,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),VAN NUYS,91411,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),WHITTIER,90601,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),WINNETKA,91306,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Los Angeles (County),WOODLAND HILLS,91364,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),BONSALL,92003,53,"$43,310.77 ",11,"$476,418.50 ",5,1,0,1,4,2,"$61,075.36 ","$55,475 ","$5,600 ",$0 ,0,1,1,0
4353,CA,San Diego (County),CHULA VISTA,91911,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),CHULA VISTA,91915,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),DEL MAR,92014,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),ENCINITAS,92024,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),ESCONDIDO,92025,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),ESCONDIDO,92026,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),ESCONDIDO,92027,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),FALLBROOK,92028,98,"$31,291.04 ",74,"$2,315,536.60 ",6,22,1,0,45,9,"$239,768.97 ","$172,475 ","$30,412 ","$36,882 ",3,0,6,0
4353,CA,San Diego (County),LAKESIDE,92040,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),OCEANSIDE,92057,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92104,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92109,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92114,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92115,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92120,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92122,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92126,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92128,4, $-   ,4, $-   ,4,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92129,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),SAN DIEGO,92139,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),VISTA,92083,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),VISTA,92084,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,San Diego (County),WARNER SPRINGS,92086,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),BUELLTON,93427,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),CARPINTERIA,93013,78,"$1,160.88 ",25,"$29,021.98 ",7,18,0,0,0,6,"$5,994.45 ","$2,571 ","$2,594 ",$830 ,6,0,0,0
4353,CA,Santa Barbara (County),GOLETA,93117,5, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),LOMPOC,93436,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),LOS OLIVOS,93441,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),MONTECITO,93108,66,"$19,350.02 ",28,"$541,800.47 ",9,12,2,1,4,21,"$167,501.79 ","$129,667 ","$37,835 ",$0 ,17,1,3,0
4353,CA,Santa Barbara (County),OXNARD,93035,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),SANTA BARBARA,93101,22,$584.12 ,5,"$2,920.58 ",1,4,0,0,0,2,"$2,836.50 ",$243 ,"$2,594 ",$0 ,2,0,0,0
4353,CA,Santa Barbara (County),SANTA BARBARA,93103,9,"$2,572.58 ",2,"$5,145.16 ",1,1,0,0,0,1,$199.99 ,$0 ,$0 ,$200 ,1,0,0,0
4353,CA,Santa Barbara (County),SANTA BARBARA,93105,21,$288.73 ,3,$866.18 ,2,1,0,0,0,2,"$2,439.01 ",$866 ,"$1,573 ",$0 ,2,0,0,0
4353,CA,Santa Barbara (County),SANTA BARBARA,93108,462,"$19,515.20 ",256,"$4,995,891.85 ",104,97,17,3,35,171,"$1,368,876.33 ","$908,526 ","$404,798 ","$55,552 ",137,13,21,0
4353,CA,Santa Barbara (County),SANTA BARBARA,93109,5, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),SANTA BARBARA,93110,11,$620.99 ,5,"$3,104.97 ",2,3,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),SANTA BARBARA,93111,4, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),SANTA MARIA,93455,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),SANTA YNEZ,93460,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),SOLVANG,93463,3, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Santa Barbara (County),SUMMERLAND,93067,6,$732.42 ,2,"$1,464.84 ",1,1,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),CAMARILLO,93010,3, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),CAMARILLO,93012,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),CARPINTERIA,93013,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),CARPINTERIA,93014,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),ENCINO,91436,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),FILLMORE,93015,4, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),MOORPARK,93021,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),OAK VIEW,93022,19,"$5,730.41 ",5,"$28,652.03 ",1,3,0,1,0,4,"$37,665.22 ","$23,901 ","$9,572 ","$4,192 ",3,0,1,0
4353,CA,Ventura (County),OJAI,93023,111,"$53,535.88 ",39,"$2,087,899.34 ",9,13,0,8,9,22,"$383,690.51 ","$334,220 ","$36,302 ","$13,168 ",11,3,8,0
4353,CA,Ventura (County),OXNARD,93030,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),OXNARD,93033,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),OXNARD,93035,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),OXNARD,93036,3, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),PORT HUENEME,93041,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),SANTA PAULA,93060,79,"$52,884.68 ",17,"$899,039.52 ",3,3,1,6,4,11,"$199,681.93 ","$136,987 ","$61,757 ",$938 ,4,5,2,0
4353,CA,Ventura (County),SIMI VALLEY,93063,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),THOUSAND OAKS,91360,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),THOUSAND OAKS,91362,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4353,CA,Ventura (County),VENTURA,93001,148,"$39,743.39 ",29,"$1,152,558.25 ",13,6,0,4,6,12,"$230,873.96 ","$168,595 ","$31,040 ","$31,239 ",5,2,5,0
4353,CA,Ventura (County),VENTURA,93003,507,"$122,873.75 ",35,"$4,300,581.31 ",8,6,2,0,19,4,"$54,308.62 ","$43,218 ","$10,018 ","$1,073 ",2,1,1,0
4353,CA,Ventura (County),VENTURA,93004,5, $-   ,3, $-   ,3,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Butte (County),BANGOR,95914,54,"$48,015.38 ",27,"$1,296,415.21 ",7,2,1,5,12,19,"$407,336.29 ","$344,897 ","$29,154 ","$33,285 ",6,2,11,8
4344,CA,Butte (County),BERRY CREEK,95916,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Butte (County),BIGGS,95917,10, $-   ,5, $-   ,5,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Butte (County),CHICO,95926,66, $-   ,21, $-   ,21,0,0,0,0,3,"$1,500.00 ",$0 ,$0 ,"$1,500 ",3,0,0,0
4344,CA,Butte (County),CHICO,95927,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Butte (County),CHICO,95928,65, $-   ,22, $-   ,22,0,0,0,0,5,"$2,500.00 ",$0 ,$0 ,"$2,500 ",5,0,0,0
4344,CA,Butte (County),CHICO,95973,55, $-   ,14, $-   ,14,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Butte (County),CLIPPER MILLS,95930,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Butte (County),DURHAM,95938,12, $-   ,3, $-   ,3,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Butte (County),FOREST RANCH,95942,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Butte (County),GRIDLEY,95948,7, $-   ,5, $-   ,5,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Butte (County),MAGALIA,95954,23, $-   ,12, $-   ,12,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Butte (County),OROVILLE,95965,31,"$2,782.53 ",18,"$50,085.45 ",17,0,0,0,1,3,"$11,333.91 ",$0 ,"$1,570 ","$9,764 ",2,1,0,0
4344,CA,Butte (County),OROVILLE,95966,60,"$5,030.56 ",28,"$140,855.74 ",25,0,0,0,3,4,"$45,898.70 ","$31,114 ","$6,264 ","$8,521 ",2,1,1,1
4344,CA,Butte (County),PALERMO,95968,7, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Butte (County),PARADISE,95969,37, $-   ,21, $-   ,21,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Butte (County),RICHVALE,95974,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),CLEARLAKE,95422,144,"$67,487.25 ",42,"$2,834,464.48 ",11,7,0,0,24,35,"$366,275.21 ","$314,240 ","$19,295 ","$32,741 ",25,0,10,10
4344,CA,Lake (County),CLEARLAKE OAKS,95423,13, $-   ,7, $-   ,7,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),CLEARLAKE PARK,95422,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),CLEARLAKE PARK,95424,16,"$60,032.59 ",6,"$360,195.51 ",2,1,0,0,3,3,"$68,500.00 ","$64,344 ","$3,656 ",$500 ,1,0,2,2
4344,CA,Lake (County),CLEARLAKE PK,95423,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),COBB,95426,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),HIDDEN VALLEY LAKE,95467,12, $-   ,2, $-   ,2,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Lake (County),KELSEYVILLE,95451,25, $-   ,7, $-   ,7,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),LAKEPORT,95453,24, $-   ,5, $-   ,5,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),LOCH LOMOND,95461,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),LOWER LAKE,95457,9, $-   ,6, $-   ,6,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),LUCERNE,95458,4, $-   ,4, $-   ,4,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),MIDDLETOWN,95461,5, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),NICE,95464,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Lake (County),UPPER LAKE,95485,5, $-   ,5, $-   ,5,0,0,0,0,2,"$1,000.00 ",$0 ,$0 ,"$1,000 ",2,0,0,0
4344,CA,Mendocino (County),ALBION,95410,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),ANDERSON,96007,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),BOONVILLE,95415,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),CLOVERDALE,95425,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),COVELO,95428,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),DOS RIOS,95429,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),ELK,95432,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),FORT BRAGG,95437,35, $-   ,18, $-   ,18,0,0,0,0,1,$500.00 ,$0 ,$0 ,$500 ,1,0,0,0
4344,CA,Mendocino (County),GUALALA,95445,3, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),HOPLAND,95449,5, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),LITTLE RIVER,95456,2, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),MENDOCINO,95460,27, $-   ,12, $-   ,12,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),POINT ARENA,95468,2, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),POTTER VALLEY,95469,45,"$33,185.56 ",14,"$464,597.79 ",4,4,0,3,3,12,"$148,112.39 ","$127,429 ","$10,065 ","$10,618 ",8,0,4,3
4344,CA,Mendocino (County),RED WOOD VALEY,95470,1,"$254,548.37 ",1,"$254,548.37 ",0,0,0,0,1,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),REDWOOD VALLEY,95470,342,"$116,563.78 ",94,"$10,956,995.78 ",19,5,4,5,61,95,"$1,419,652.60 ","$1,252,821 ","$101,276 ","$65,555 ",52,4,39,35
4344,CA,Mendocino (County),UKIAH,95482,89, $-   ,27, $-   ,27,0,0,0,0,6,"$3,000.00 ",$0 ,$0 ,"$3,000 ",6,0,0,0
4344,CA,Mendocino (County),WILLITS,94589,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Mendocino (County),WILLITS,95490,57,"$49,511.81 ",14,"$693,165.37 ",5,4,0,0,5,16,"$163,432.84 ","$144,434 ","$8,282 ","$10,717 ",12,0,4,2
4344,CA,Napa (County),AMERICAN CANYON,94503,98, $-   ,15, $-   ,15,0,0,0,0,3,"$1,500.00 ",$0 ,$0 ,"$1,500 ",3,0,0,0
4344,CA,Napa (County),AMERICAN CYN,94503,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Napa (County),ANGWIN,94508,10, $-   ,4, $-   ,4,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Napa (County),CALISTOGA,94515,126,"$46,423.44 ",23,"$1,067,739.17 ",16,1,0,0,6,21,"$86,092.59 ","$70,433 ","$7,160 ","$8,500 ",19,0,2,2
4344,CA,Napa (County),CALISTOGA,94559,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Napa (County),CALISTOGS,94515,1, $-   ,1, $-   ,1,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
4344,CA,Napa (County),DEER PARK,94576,4, $-   ,2, $-   ,2,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0,0,0,0
