IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max
1915651.0,191.0,126.0,37.0,28.0,22.0,1130277.0,325.0,0.0,0.0
57130.0,20.0,20.0,0.0,0.0,0.0,46243.0,14.0,0.0,0.0
95460.0,13.0,10.0,2.0,1.0,1.0,14756.0,2.0,0.0,0.0
68204.0,9.0,8.0,0.0,1.0,1.0,1816.0,2.0,0.0,0.0
26504.0,6.0,5.0,1.0,0.0,0.0,6742.0,1.0,0.0,0.0
1836.0,2.0,2.0,0.0,0.0,0.0,198450.0,32.0,0.0,0.0
52067.0,15.0,14.0,1.0,0.0,0.0,18312.0,7.0,0.0,0.0
988637.0,169.0,143.0,14.0,12.0,11.0,943904.0,244.0,1.0,0.0
15037.0,6.0,6.0,0.0,0.0,0.0,13093.0,3.0,0.0,0.0
308209.0,40.0,29.0,7.0,4.0,4.0,62100.0,14.0,0.0,0.0
143415.0,15.0,11.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
140894.0,22.0,18.0,2.0,2.0,1.0,31123.0,15.0,0.0,0.0
95215.0,12.0,9.0,2.0,1.0,1.0,73158.0,7.0,2.0,0.0
1951647.0,273.0,220.0,30.0,23.0,14.0,898663.0,296.0,0.0,0.0
87994.0,15.0,13.0,2.0,0.0,0.0,1470.0,1.0,0.0,0.0
385341.0,94.0,82.0,11.0,1.0,1.0,74456.0,24.0,0.0,0.0
1585143.0,94.0,39.0,21.0,34.0,20.0,224127.0,39.0,0.0,0.0
32750.0,10.0,9.0,1.0,0.0,0.0,2976.0,1.0,0.0,0.0
39747.0,6.0,4.0,2.0,0.0,0.0,5578.0,2.0,0.0,0.0
43647.0,7.0,5.0,2.0,0.0,0.0,0,0,0,0
171530.0,24.0,18.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
66112.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
458279.0,55.0,40.0,12.0,3.0,2.0,139788.0,32.0,0.0,0.0
316228.0,33.0,22.0,8.0,3.0,3.0,3078.0,2.0,0.0,0.0
137161.0,55.0,53.0,2.0,0.0,0.0,8779.0,5.0,0.0,0.0
517716.0,112.0,94.0,17.0,1.0,0.0,220804.0,55.0,0.0,0.0
4972.0,5.0,5.0,0.0,0.0,0.0,2465.0,1.0,0.0,0.0
318463.0,39.0,28.0,6.0,5.0,4.0,10222.0,2.0,0.0,0.0
1010075.0,186.0,157.0,20.0,9.0,3.0,183785.0,58.0,0.0,0.0
96503.0,23.0,20.0,3.0,0.0,0.0,15488.0,2.0,0.0,0.0
75352.0,11.0,8.0,3.0,0.0,0.0,1058.0,1.0,0.0,0.0
445377.0,76.0,61.0,13.0,2.0,1.0,44757.0,12.0,0.0,0.0
1107612.0,155.0,107.0,46.0,2.0,0.0,276746.0,52.0,0.0,0.0
105171.0,25.0,22.0,2.0,1.0,1.0,968.0,1.0,0.0,0.0
52502.0,10.0,9.0,0.0,1.0,1.0,2706.0,2.0,0.0,0.0
288703.0,44.0,36.0,3.0,5.0,5.0,14422.0,5.0,0.0,0.0
16739.0,7.0,7.0,0.0,0.0,0.0,3753.0,4.0,0.0,0.0
109053.0,25.0,21.0,3.0,1.0,0.0,5114.0,3.0,0.0,0.0
604785.0,42.0,20.0,12.0,10.0,8.0,41314.0,9.0,0.0,0.0
103899.0,28.0,26.0,2.0,0.0,0.0,26986.0,8.0,0.0,0.0
823841.0,66.0,39.0,9.0,18.0,10.0,92077.0,14.0,0.0,0.0
322115.0,33.0,22.0,7.0,4.0,4.0,22370.0,6.0,0.0,0.0
449301.0,117.0,106.0,7.0,4.0,1.0,84757.0,43.0,0.0,0.0
4119.0,2.0,2.0,0.0,0.0,0.0,1063.0,1.0,0.0,0.0
92475.0,36.0,35.0,1.0,0.0,0.0,7558.0,3.0,0.0,0.0
519364.0,52.0,34.0,11.0,7.0,1.0,96661.0,19.0,0.0,0.0
272576.0,31.0,23.0,3.0,5.0,5.0,36667.0,4.0,0.0,0.0
183594.0,31.0,25.0,4.0,2.0,2.0,4640.0,4.0,0.0,0.0
53013.0,7.0,5.0,1.0,1.0,1.0,536.0,1.0,0.0,0.0
242496.0,74.0,65.0,8.0,1.0,0.0,35880.0,10.0,0.0,0.0
84391.0,20.0,18.0,1.0,1.0,0.0,26282.0,10.0,0.0,0.0
16361.0,10.0,10.0,0.0,0.0,0.0,5498.0,2.0,0.0,0.0
196467.0,36.0,29.0,6.0,1.0,0.0,1840.0,2.0,0.0,0.0
314455.0,41.0,28.0,12.0,1.0,0.0,294014.0,100.0,0.0,0.0
125896.0,12.0,7.0,3.0,2.0,0.0,0,0,0,0
47806.0,12.0,10.0,2.0,0.0,0.0,27338.0,8.0,0.0,0.0
91877.0,16.0,12.0,4.0,0.0,0.0,48210.0,12.0,0.0,0.0
58682.0,11.0,9.0,2.0,0.0,0.0,3704.0,4.0,0.0,0.0
268467.0,78.0,74.0,3.0,1.0,0.0,113632.0,56.0,0.0,0.0
781965.0,88.0,46.0,39.0,3.0,0.0,352952.0,120.0,0.0,0.0
190304.0,35.0,28.0,7.0,0.0,0.0,424182.0,88.0,0.0,0.0
447830.0,158.0,147.0,10.0,1.0,0.0,271672.0,108.0,0.0,0.0
110905.0,19.0,17.0,1.0,1.0,1.0,13204.0,6.0,0.0,0.0
94475.0,26.0,24.0,2.0,0.0,0.0,26442.0,12.0,0.0,0.0
66727.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
670275.0,197.0,184.0,12.0,1.0,0.0,12419.0,8.0,0.0,0.0
74799.0,25.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1033392.0,411.0,400.0,11.0,0.0,0.0,262817.0,96.0,0.0,0.0
3063033.0,810.0,748.0,55.0,7.0,2.0,94645.0,32.0,0.0,0.0
342138.0,39.0,25.0,11.0,3.0,1.0,20753.0,6.0,0.0,0.0
649835.0,127.0,110.0,12.0,5.0,2.0,76001.0,15.0,0.0,0.0
556471.0,131.0,118.0,13.0,0.0,0.0,24788.0,12.0,0.0,0.0
887050.0,107.0,81.0,13.0,13.0,3.0,155714.0,32.0,0.0,0.0
23539078.0,4848.0,4172.0,442.0,234.0,145.0,6244961.0,2457.0,1.0,0.0
1034574.0,246.0,217.0,17.0,12.0,6.0,147171.0,77.0,0.0,0.0
686537.0,230.0,211.0,18.0,1.0,0.0,116132.0,59.0,0.0,0.0
713241.0,417.0,409.0,7.0,1.0,0.0,142334.0,189.0,0.0,0.0
65254466.0,12530.0,10060.0,1932.0,538.0,187.0,8983036.0,6275.0,3.0,0.0
282150.0,60.0,51.0,8.0,1.0,0.0,14175.0,3.0,0.0,0.0
3893648.0,1930.0,1870.0,50.0,10.0,4.0,1009420.0,1017.0,0.0,0.0
23549656.0,2559.0,1514.0,844.0,201.0,89.0,2018795.0,657.0,1.0,0.0
1158233.0,222.0,173.0,41.0,8.0,2.0,495407.0,210.0,0.0,0.0
644071.0,279.0,266.0,12.0,1.0,0.0,129462.0,104.0,0.0,0.0
4808045.0,307.0,146.0,47.0,114.0,73.0,278709.0,89.0,0.0,0.0
87753355.0,15544.0,11847.0,2947.0,750.0,208.0,9141557.0,7350.0,8.0,2.0
88318632.0,12420.0,8744.0,3033.0,643.0,214.0,19815753.0,8180.0,6.0,0.0
591520.0,281.0,275.0,5.0,1.0,0.0,96038.0,82.0,0.0,0.0
254728.0,112.0,105.0,7.0,0.0,0.0,46626.0,55.0,0.0,0.0
625044.0,119.0,100.0,17.0,2.0,0.0,24653.0,12.0,0.0,0.0
33177228.0,3614.0,2477.0,512.0,625.0,388.0,2353641.0,1126.0,1.0,1.0
579104624.0,87366.0,64519.0,17475.0,5372.0,2175.0,192057020.0,93166.0,124.0,34.0
449071.0,399.0,395.0,3.0,1.0,0.0,268118.0,378.0,0.0,0.0
4179795.0,1151.0,1012.0,114.0,25.0,8.0,442358.0,443.0,0.0,0.0
143100757.0,18086.0,12135.0,4357.0,1594.0,697.0,34271617.0,14167.0,9.0,2.0
216324.0,83.0,81.0,1.0,1.0,1.0,29829.0,26.0,0.0,0.0
316129.0,247.0,244.0,3.0,0.0,0.0,114457.0,181.0,0.0,0.0
118710.0,68.0,66.0,2.0,0.0,0.0,22820.0,34.0,0.0,0.0
269079.0,68.0,61.0,5.0,2.0,1.0,23741.0,14.0,0.0,0.0
26578209.0,3848.0,2858.0,759.0,231.0,92.0,2907645.0,1147.0,0.0,0.0
4352274.0,2868.0,2755.0,103.0,10.0,4.0,1359419.0,1973.0,0.0,0.0
32585405.0,5171.0,4018.0,796.0,357.0,181.0,6066320.0,2557.0,2.0,0.0
3853197.0,862.0,735.0,98.0,29.0,13.0,213705.0,122.0,0.0,0.0
11372937.0,6750.0,6558.0,160.0,32.0,12.0,7026099.0,7349.0,0.0,0.0
111665683.0,12574.0,7950.0,3263.0,1361.0,583.0,13079652.0,5036.0,1.0,1.0
2892425.0,538.0,447.0,60.0,31.0,13.0,215343.0,156.0,0.0,0.0
4438717.0,1059.0,955.0,70.0,34.0,21.0,910645.0,498.0,0.0,0.0
113705.0,67.0,65.0,2.0,0.0,0.0,5864.0,7.0,0.0,0.0
7585926.0,952.0,671.0,196.0,85.0,34.0,388600.0,172.0,0.0,0.0
11704934.0,4151.0,3902.0,188.0,61.0,36.0,5324244.0,2969.0,1.0,0.0
2134953.0,512.0,439.0,56.0,17.0,5.0,95916.0,106.0,0.0,0.0
8337075.0,3723.0,3571.0,128.0,24.0,10.0,4705068.0,3704.0,0.0,0.0
1332525.0,386.0,352.0,30.0,4.0,2.0,350439.0,235.0,0.0,0.0
3486586.0,628.0,501.0,107.0,20.0,7.0,551770.0,266.0,0.0,0.0
12733134.0,1820.0,1305.0,394.0,121.0,45.0,2503685.0,1127.0,0.0,0.0
6687721.0,657.0,457.0,95.0,105.0,93.0,2213401.0,721.0,1.0,0.0
18382325.0,2938.0,2385.0,403.0,150.0,97.0,12165536.0,4456.0,2.0,0.0
3025664.0,245.0,162.0,8.0,75.0,74.0,109218.0,44.0,0.0,0.0
292512.0,33.0,25.0,1.0,7.0,7.0,46780.0,32.0,0.0,0.0
596628.0,80.0,64.0,6.0,10.0,9.0,101169.0,29.0,1.0,1.0
821335.0,70.0,47.0,2.0,21.0,21.0,18157.0,17.0,0.0,0.0
364190.0,107.0,99.0,3.0,5.0,5.0,63538.0,56.0,0.0,0.0
1178370.0,325.0,303.0,8.0,14.0,14.0,101699.0,66.0,0.0,0.0
386359.0,61.0,50.0,4.0,7.0,7.0,43254.0,30.0,0.0,0.0
1422078.0,100.0,59.0,5.0,36.0,35.0,39144.0,22.0,0.0,0.0
1184594.0,89.0,54.0,5.0,30.0,30.0,31444.0,23.0,0.0,0.0
2275577.0,183.0,116.0,7.0,60.0,58.0,35530.0,28.0,0.0,0.0
4398601.0,3003.0,2919.0,80.0,4.0,2.0,3209019.0,3522.0,0.0,0.0
901726.0,542.0,520.0,22.0,0.0,0.0,313053.0,373.0,0.0,0.0
500.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0
2421264.0,811.0,714.0,93.0,4.0,3.0,481346.0,439.0,0.0,0.0
16224098.0,8306.0,7920.0,349.0,37.0,16.0,9605169.0,9040.0,0.0,0.0
43738610.0,32860.0,32461.0,379.0,20.0,7.0,62561525.0,53951.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3299324.0,2252.0,2183.0,69.0,0.0,0.0,1958731.0,1989.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3203760.0,2749.0,2713.0,31.0,5.0,3.0,1437800.0,1656.0,0.0,0.0
7823573.0,2631.0,2390.0,172.0,69.0,18.0,2098574.0,1761.0,0.0,0.0
21837321.0,10876.0,10328.0,485.0,63.0,21.0,13805575.0,11156.0,2.0,1.0
2023038.0,1325.0,1282.0,39.0,4.0,1.0,920710.0,1071.0,0.0,0.0
2612885.0,954.0,858.0,89.0,7.0,1.0,696720.0,739.0,0.0,0.0
673467.0,467.0,458.0,6.0,3.0,1.0,158131.0,187.0,0.0,0.0
23228705.0,13205.0,12645.0,534.0,26.0,6.0,21238310.0,21041.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3806968.0,1405.0,1278.0,124.0,3.0,1.0,1410595.0,1145.0,0.0,0.0
420067.0,283.0,279.0,4.0,0.0,0.0,141065.0,140.0,0.0,0.0
857035.0,377.0,362.0,13.0,2.0,1.0,192838.0,175.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
167984.0,86.0,86.0,0.0,0.0,0.0,14820.0,17.0,0.0,0.0
2151395.0,813.0,748.0,57.0,8.0,2.0,526813.0,586.0,0.0,0.0
3506548.0,1637.0,1566.0,61.0,10.0,4.0,1079675.0,1043.0,0.0,0.0
4161059.0,2707.0,2641.0,58.0,8.0,2.0,1847501.0,1826.0,0.0,0.0
6527620.0,3949.0,3828.0,108.0,13.0,3.0,3297110.0,3129.0,0.0,0.0
16777190.0,13350.0,13119.0,213.0,18.0,9.0,22435699.0,23947.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2550175.0,1640.0,1581.0,57.0,2.0,1.0,1560747.0,1544.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
222890.0,214.0,212.0,2.0,0.0,0.0,102440.0,124.0,0.0,0.0
7004691.0,5135.0,5051.0,76.0,8.0,7.0,4704967.0,4680.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
29653973.0,18175.0,17530.0,595.0,50.0,19.0,21767417.0,21248.0,1.0,0.0
924852.0,874.0,863.0,9.0,2.0,0.0,361136.0,459.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
5236083.0,3866.0,3784.0,81.0,1.0,0.0,5186367.0,5156.0,0.0,0.0
12092749.0,8895.0,8737.0,139.0,19.0,11.0,6838218.0,7273.0,0.0,0.0
1570458.0,1073.0,1048.0,21.0,4.0,3.0,1024118.0,988.0,0.0,0.0
86949088.0,62875.0,61963.0,853.0,59.0,23.0,136354931.0,116194.0,10.0,0.0
46107546.0,8149.0,6532.0,1257.0,360.0,116.0,20166447.0,8643.0,16.0,9.0
2290029.0,1230.0,1180.0,44.0,6.0,1.0,706103.0,634.0,0.0,0.0
1691201.0,879.0,842.0,29.0,8.0,4.0,495569.0,515.0,0.0,0.0
20759680.0,16353.0,16109.0,221.0,23.0,9.0,27112262.0,27332.0,0.0,0.0
6008588.0,3495.0,3366.0,124.0,5.0,2.0,4775658.0,4317.0,0.0,0.0
24470052.0,18846.0,18679.0,155.0,12.0,4.0,32320639.0,27074.0,3.0,1.0
9781308.0,6664.0,6528.0,125.0,11.0,5.0,6870314.0,6763.0,0.0,0.0
22006255.0,20535.0,20441.0,88.0,6.0,1.0,23849298.0,24068.0,0.0,0.0
24667964.0,15652.0,15194.0,436.0,22.0,8.0,15454057.0,16014.0,1.0,0.0
5102615.0,3000.0,2890.0,101.0,9.0,6.0,1644445.0,1878.0,0.0,0.0
5944847.0,4638.0,4576.0,58.0,4.0,2.0,4417764.0,4170.0,0.0,0.0
9605357.0,7050.0,6918.0,128.0,4.0,0.0,10566132.0,10210.0,0.0,0.0
4898612.0,2333.0,2201.0,123.0,9.0,1.0,1546245.0,1398.0,0.0,0.0
7265582.0,3860.0,3682.0,171.0,7.0,0.0,5137065.0,4342.0,0.0,0.0
2168769.0,1338.0,1302.0,30.0,6.0,4.0,626596.0,715.0,0.0,0.0
1087958.0,1017.0,1007.0,10.0,0.0,0.0,534983.0,667.0,0.0,0.0
336820.0,190.0,181.0,9.0,0.0,0.0,136392.0,169.0,0.0,0.0
13579673.0,8818.0,8586.0,217.0,15.0,4.0,11395548.0,9826.0,0.0,0.0
1678220.0,551.0,490.0,57.0,4.0,0.0,639494.0,651.0,0.0,0.0
252983.0,102.0,96.0,6.0,0.0,0.0,38904.0,36.0,0.0,0.0
2244242.0,1345.0,1296.0,47.0,2.0,0.0,2614352.0,2873.0,0.0,0.0
204005.0,116.0,114.0,2.0,0.0,0.0,18488.0,27.0,0.0,0.0
2775350.0,1171.0,1085.0,83.0,3.0,1.0,1834193.0,1806.0,0.0,0.0
514324.0,152.0,139.0,11.0,2.0,1.0,194901.0,210.0,0.0,0.0
529741.0,245.0,231.0,12.0,2.0,0.0,97805.0,107.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
9766618.0,2102.0,1818.0,222.0,62.0,41.0,1550385.0,746.0,0.0,0.0
15830225.0,4089.0,3616.0,410.0,63.0,38.0,1818545.0,1048.0,1.0,0.0
11518240.0,3850.0,3569.0,241.0,40.0,23.0,3841369.0,2310.0,0.0,0.0
9823953.0,2610.0,2334.0,222.0,54.0,41.0,1567573.0,1020.0,0.0,0.0
13829982.0,2958.0,2539.0,322.0,97.0,57.0,2124094.0,1026.0,0.0,0.0
14644164.0,3279.0,2853.0,381.0,45.0,29.0,1635182.0,840.0,0.0,0.0
32212026.0,9506.0,8574.0,814.0,118.0,65.0,6256858.0,3378.0,1.0,1.0
7757895.0,2026.0,1815.0,155.0,56.0,31.0,1270360.0,711.0,0.0,0.0
10178365.0,3014.0,2741.0,239.0,34.0,16.0,1609369.0,922.0,0.0,0.0
16921116.0,4001.0,3543.0,362.0,96.0,65.0,3257258.0,1596.0,0.0,0.0
34832912.0,14839.0,13996.0,644.0,199.0,125.0,10722998.0,9346.0,0.0,0.0
5357238.0,3249.0,3162.0,75.0,12.0,9.0,1080917.0,1154.0,0.0,0.0
27603203.0,10774.0,10120.0,513.0,141.0,96.0,8398718.0,6147.0,0.0,0.0
8226427.0,3036.0,2822.0,196.0,18.0,11.0,1044126.0,834.0,0.0,0.0
26705531.0,6016.0,5215.0,612.0,189.0,139.0,3953219.0,1744.0,0.0,0.0
19322492.0,11412.0,11086.0,258.0,68.0,46.0,8457031.0,7751.0,0.0,0.0
6210141.0,1961.0,1794.0,144.0,23.0,12.0,2053909.0,1597.0,0.0,0.0
16559777.0,4042.0,3519.0,393.0,130.0,95.0,2838002.0,1922.0,0.0,0.0
4383013.0,1385.0,1299.0,66.0,20.0,14.0,999250.0,530.0,0.0,0.0
12314343.0,2449.0,2067.0,285.0,97.0,55.0,2088348.0,821.0,0.0,0.0
14335606.0,4142.0,3748.0,300.0,94.0,63.0,2492546.0,1579.0,1.0,0.0
13810398.0,4135.0,3748.0,326.0,61.0,45.0,2342700.0,1357.0,0.0,0.0
14285243.0,2825.0,2376.0,341.0,108.0,75.0,2197150.0,935.0,0.0,0.0
20919764.0,4649.0,4021.0,489.0,139.0,98.0,2573367.0,1244.0,0.0,0.0
683055.0,142.0,125.0,6.0,11.0,8.0,176998.0,107.0,0.0,0.0
13303490.0,3751.0,3393.0,300.0,58.0,41.0,2116827.0,1168.0,0.0,0.0
6003438.0,2911.0,2808.0,81.0,22.0,15.0,1967102.0,1493.0,0.0,0.0
5374230.0,1501.0,1345.0,138.0,18.0,6.0,881523.0,432.0,0.0,0.0
3647478.0,1731.0,1669.0,49.0,13.0,9.0,591353.0,546.0,0.0,0.0
21305795.0,4508.0,3855.0,513.0,140.0,94.0,2941574.0,1559.0,0.0,0.0
5476205.0,2015.0,1907.0,85.0,23.0,19.0,735534.0,558.0,0.0,0.0
16510804.0,6564.0,6159.0,341.0,64.0,39.0,4040406.0,3484.0,0.0,0.0
9699053.0,3743.0,3528.0,168.0,47.0,37.0,1868238.0,1255.0,0.0,0.0
11034953.0,3260.0,2941.0,272.0,47.0,36.0,1384316.0,1029.0,1.0,1.0
2154962.0,1238.0,1211.0,24.0,3.0,0.0,488447.0,461.0,0.0,0.0
25562509.0,7089.0,6470.0,458.0,161.0,109.0,5166577.0,2559.0,0.0,0.0
11023010.0,3223.0,2917.0,248.0,58.0,26.0,1594613.0,1132.0,0.0,0.0
7917297.0,1644.0,1390.0,204.0,50.0,40.0,1040952.0,502.0,0.0,0.0
18723548.0,5676.0,5188.0,408.0,80.0,57.0,2438723.0,1420.0,0.0,0.0
12906798.0,4420.0,4122.0,229.0,69.0,45.0,2863280.0,1754.0,0.0,0.0
3719895.0,1905.0,1834.0,64.0,7.0,4.0,612974.0,597.0,0.0,0.0
6757161.0,2121.0,1928.0,168.0,25.0,14.0,1341960.0,804.0,0.0,0.0
2922388.0,852.0,777.0,59.0,16.0,13.0,631630.0,295.0,0.0,0.0
11944285.0,4188.0,3945.0,177.0,66.0,46.0,2446099.0,1412.0,0.0,0.0
10773920.0,3244.0,2983.0,228.0,33.0,25.0,1413845.0,891.0,0.0,0.0
3858764.0,1687.0,1608.0,62.0,17.0,14.0,1012119.0,745.0,0.0,0.0
12695050.0,4154.0,3809.0,291.0,54.0,31.0,2683037.0,1824.0,0.0,0.0
2187492.0,589.0,540.0,38.0,11.0,11.0,445304.0,196.0,0.0,0.0
7197737.0,1703.0,1520.0,132.0,51.0,41.0,813379.0,401.0,0.0,0.0
13769291.0,4996.0,4683.0,290.0,23.0,18.0,3916013.0,3494.0,0.0,0.0
11598884.0,3239.0,2907.0,283.0,49.0,32.0,1389174.0,877.0,0.0,0.0
19478557.0,4029.0,3409.0,493.0,127.0,75.0,2226845.0,1157.0,0.0,0.0
11651239.0,3095.0,2801.0,208.0,86.0,59.0,2273648.0,1156.0,0.0,0.0
19298856.0,4096.0,3528.0,431.0,137.0,92.0,2420899.0,1137.0,0.0,0.0
16281299.0,3634.0,3180.0,367.0,87.0,71.0,2005496.0,965.0,0.0,0.0
9564487.0,2290.0,2009.0,235.0,46.0,35.0,1147670.0,646.0,0.0,0.0
6864120.0,2132.0,1977.0,121.0,34.0,21.0,810066.0,530.0,0.0,0.0
40773078.0,14199.0,13171.0,788.0,240.0,168.0,7375793.0,6752.0,0.0,0.0
4714310.0,1934.0,1824.0,104.0,6.0,4.0,822359.0,735.0,0.0,0.0
3857119.0,1382.0,1287.0,84.0,11.0,8.0,480005.0,377.0,0.0,0.0
14877472.0,5020.0,4676.0,257.0,87.0,60.0,2624867.0,1823.0,0.0,0.0
2161298.0,1492.0,1460.0,29.0,3.0,1.0,425936.0,503.0,0.0,0.0
19482614.0,4188.0,3601.0,462.0,125.0,97.0,2350974.0,1106.0,0.0,0.0
3778626.0,2383.0,2331.0,42.0,10.0,7.0,811611.0,1051.0,0.0,0.0
36674386.0,19452.0,18752.0,577.0,123.0,86.0,25161813.0,25477.0,1.0,0.0
10260666.0,3732.0,3496.0,188.0,48.0,32.0,1656651.0,1173.0,0.0,0.0
9432782.0,2909.0,2652.0,223.0,34.0,12.0,1626614.0,1114.0,0.0,0.0
8661977.0,2700.0,2476.0,190.0,34.0,27.0,1841122.0,912.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
23102312.0,6269.0,5563.0,506.0,200.0,146.0,2566131.0,1792.0,1.0,0.0
41465936.0,9583.0,8344.0,1091.0,148.0,84.0,9033749.0,3574.0,0.0,0.0
11903219.0,5020.0,4760.0,214.0,46.0,26.0,3471780.0,2808.0,0.0,0.0
14832077.0,3593.0,3158.0,360.0,75.0,47.0,2681008.0,1228.0,0.0,0.0
15467890.0,3672.0,3180.0,414.0,78.0,45.0,1798744.0,1117.0,0.0,0.0
21810520.0,6204.0,5573.0,544.0,87.0,51.0,3640268.0,1980.0,1.0,0.0
